,Wellbore name,NPDCode,Year,Month,On Stream,Oil,Gas,Water,GI,WI,Day,Date,NGas,NWater
260,15/9-F-5,5769,2012,12,697.83335,,,,,154926.221327083,31,2012-12-31,0.0,-154926.221327083
261,15/9-F-14,5351,2013,1,744.0,30184.8,4834717.2,99784.43,,,31,2013-01-31,4834717.2,99784.43
262,15/9-F-12,5599,2013,1,744.0,17408.57,2881178.96,139783.93,,,31,2013-01-31,2881178.96,139783.93
263,15/9-F-5,5769,2013,1,732.25,,,,,159939.686388875,31,2013-01-31,0.0,-159939.686388875
264,15/9-F-4,5693,2013,1,734.25001,,,,,155627.704288125,31,2013-01-31,0.0,-155627.704288125
265,15/9-F-12,5599,2013,2,672.0,15087.38,2461248.52,126325.44,,,28,2013-02-28,2461248.52,126325.44
266,15/9-F-5,5769,2013,2,672.0,,,,,147798.464818125,28,2013-02-28,0.0,-147798.464818125
267,15/9-F-14,5351,2013,2,667.91667,26595.53,4196331.85,92120.59,,,28,2013-02-28,4196331.85,92120.59
268,15/9-F-4,5693,2013,2,672.0,,,,,138901.75543,28,2013-02-28,0.0,-138901.75543
269,15/9-F-4,5693,2013,3,483.35168,,,,,96659.95246625,31,2013-03-31,0.0,-96659.95246625
270,15/9-F-12,5599,2013,3,307.76833,6305.81,1053665.62,57120.76,,,31,2013-03-31,1053665.62,57120.76
271,15/9-F-5,5769,2013,3,400.46668,,,,,85998.0651489583,31,2013-03-31,0.0,-85998.0651489583
272,15/9-F-14,5351,2013,3,508.30167,18816.52,2783792.79,70618.72,,,31,2013-03-31,2783792.79,70618.72
273,15/9-F-5,5769,2013,4,561.16832,,,,,121656.595674375,30,2013-04-30,0.0,-121656.595674375
274,15/9-F-4,5693,2013,4,563.50333,,,,,116028.211177083,30,2013-04-30,0.0,-116028.211177083
275,15/9-F-12,5599,2013,4,513.46573,12351.34,2055291.86,102945.43,,,30,2013-04-30,2055291.86,102945.43
276,15/9-F-14,5351,2013,4,557.33333,22875.42,3676256.95,79450.26,,,30,2013-04-30,3676256.95,79450.26
277,15/9-F-5,5769,2013,5,681.3,,,,,170935.465968125,31,2013-05-31,0.0,-170935.465968125
278,15/9-F-4,5693,2013,5,681.80001,,,,,156535.024062083,31,2013-05-31,0.0,-156535.024062083
279,15/9-F-14,5351,2013,5,733.50001,27661.53,4525932.12,109553.2,,,31,2013-05-31,4525932.12,109553.2
280,15/9-F-12,5599,2013,5,732.05834,16313.4,2757755.17,147164.69,,,31,2013-05-31,2757755.17,147164.69
281,15/9-F-4,5693,2013,6,573.33333,,,,,132162.427204167,30,2013-06-30,0.0,-132162.427204167
282,15/9-F-12,5599,2013,6,566.675,11899.57,2037219.83,112559.07,,,30,2013-06-30,2037219.83,112559.07
283,15/9-F-5,5769,2013,6,573.24999,,,,,138629.205471875,30,2013-06-30,0.0,-138629.205471875
284,15/9-F-14,5351,2013,6,630.08333,22298.26,3652742.89,93413.24,,,30,2013-06-30,3652742.89,93413.24
285,15/9-F-12,5599,2013,7,581.275,11861.63,1919702.47,112172.58,,,31,2013-07-31,1919702.47,112172.58
286,15/9-F-14,5351,2013,7,660.84167,22602.78,3553396.55,94589.45,,,31,2013-07-31,3553396.55,94589.45
287,15/9-F-11,7078,2013,7,112.91514,3923.08,590504.52,0.0,,,31,2013-07-31,590504.52,0.0
288,15/9-F-5,5769,2013,7,654.29167,,,,,131248.921444167,31,2013-07-31,0.0,-131248.921444167
289,15/9-F-4,5693,2013,7,652.70833,,,,,133542.635932292,31,2013-07-31,0.0,-133542.635932292
290,15/9-F-5,5769,2013,8,687.05,,,,,185791.651601042,31,2013-08-31,0.0,-185791.651601042
291,15/9-F-12,5599,2013,8,687.97685,15147.18,2354241.49,152994.91,,,31,2013-08-31,2354241.49,152994.91
292,15/9-F-14,5351,2013,8,687.825,21666.9,3259563.55,91453.17,,,31,2013-08-31,3259563.55,91453.17
293,15/9-F-4,5693,2013,8,689.71666,,,,,156070.855948125,31,2013-08-31,0.0,-156070.855948125
294,15/9-F-11,7078,2013,8,586.71667,25496.07,3871942.31,520.01,,,31,2013-08-31,3871942.31,520.01
295,15/9-F-5,5769,2013,9,608.925,,,,,141322.974441042,30,2013-09-30,0.0,-141322.974441042
296,15/9-F-11,7078,2013,9,538.91667,23775.08,3661574.0,1573.61,,,30,2013-09-30,3661574.0,1573.61
297,15/9-F-12,5599,2013,9,589.985,9223.53,1446819.31,104678.41,,,30,2013-09-30,1446819.31,104678.41
298,15/9-F-14,5351,2013,9,626.825,17870.72,2707856.27,92677.05,,,30,2013-09-30,2707856.27,92677.05
299,15/9-F-4,5693,2013,9,608.44167,,,,,130322.732728125,30,2013-09-30,0.0,-130322.732728125
300,15/9-F-4,5693,2013,10,650.41667,,,,,144742.567870833,31,2013-10-31,0.0,-144742.567870833
301,15/9-F-11,7078,2013,10,678.49991,34114.5,5272724.29,1926.53,,,31,2013-10-31,5272724.29,1926.53
302,15/9-F-12,5599,2013,10,680.0,8305.01,1283583.5,137534.62,,,31,2013-10-31,1283583.5,137534.62
303,15/9-F-5,5769,2013,10,654.41668,,,,,167622.051632708,31,2013-10-31,0.0,-167622.051632708
304,15/9-F-14,5351,2013,10,658.66666,18441.11,2757135.18,96753.57,,,31,2013-10-31,2757135.18,96753.57
305,15/9-F-4,5693,2013,11,682.33333,,,,,155972.70506125,30,2013-11-30,0.0,-155972.70506125
306,15/9-F-14,5351,2013,11,681.25,19248.66,2853579.7,103737.87,,,30,2013-11-30,2853579.7,103737.87
307,15/9-F-11,7078,2013,11,712.0,35386.35,5413486.14,3791.22,,,30,2013-11-30,5413486.14,3791.22
308,15/9-F-12,5599,2013,11,648.64167,7170.56,1102962.23,122993.19,,,30,2013-11-30,1102962.23,122993.19
309,15/9-F-5,5769,2013,11,681.66667,,,,,167983.460903542,30,2013-11-30,0.0,-167983.460903542
310,15/9-F-12,5599,2013,12,633.4,7079.52,1101388.53,125859.26,,,31,2013-12-31,1101388.53,125859.26
311,15/9-F-5,5769,2013,12,676.25,,,,,169674.005445625,31,2013-12-31,0.0,-169674.005445625
312,15/9-F-4,5693,2013,12,676.24999,,,,,148594.157254167,31,2013-12-31,0.0,-148594.157254167
313,15/9-F-11,7078,2013,12,662.08335,33405.75,5190658.82,4963.26,,,31,2013-12-31,5190658.82,4963.26
314,15/9-F-14,5351,2013,12,630.08333,15495.97,2330523.99,97307.32,,,31,2013-12-31,2330523.99,97307.32
315,15/9-F-5,5769,2014,1,661.16667,,,,,139161.964208125,31,2014-01-31,0.0,-139161.964208125
316,15/9-F-15 D,7289,2014,1,339.91667,5674.63,820968.96,0.0,,,31,2014-01-31,820968.96,0.0
317,15/9-F-11,7078,2014,1,668.08333,34552.37,5193353.22,4343.49,,,31,2014-01-31,5193353.22,4343.49
318,15/9-F-4,5693,2014,1,682.08334,,,,,147807.99611625,31,2014-01-31,0.0,-147807.99611625
319,15/9-F-12,5599,2014,1,486.14168,4997.24,766195.72,87030.26,,,31,2014-01-31,766195.72,87030.26
320,15/9-F-14,5351,2014,1,673.25,16686.58,2426753.21,106725.74,,,31,2014-01-31,2426753.21,106725.74
321,15/9-F-4,5693,2014,2,579.105,,,,,131023.21384,28,2014-02-28,0.0,-131023.21384
322,15/9-F-11,7078,2014,2,562.66666,28189.97,4255282.68,2841.37,,,28,2014-02-28,4255282.68,2841.37
323,15/9-F-12,5599,2014,2,561.9,6101.4,921967.01,110297.86,,,28,2014-02-28,921967.01,110297.86
324,15/9-F-14,5351,2014,2,598.60834,14766.13,2161271.57,96430.28,,,28,2014-02-28,2161271.57,96430.28
325,15/9-F-5,5769,2014,2,580.60833,,,,,139875.109217292,28,2014-02-28,0.0,-139875.109217292
326,15/9-F-15 D,7289,2014,2,595.65001,7898.6,1196183.89,0.0,,,28,2014-02-28,1196183.89,0.0
327,15/9-F-15 D,7289,2014,3,670.75,7081.47,1076363.95,0.0,,,31,2014-03-31,1076363.95,0.0
328,15/9-F-14,5351,2014,3,677.16666,14954.84,2196383.02,101501.18,,,31,2014-03-31,2196383.02,101501.18
329,15/9-F-4,5693,2014,3,685.99999,,,,,154097.211248687,31,2014-03-31,0.0,-154097.211248687
330,15/9-F-11,7078,2014,3,655.49999,33290.79,5039849.75,3692.22,,,31,2014-03-31,5039849.75,3692.22
331,15/9-F-12,5599,2014,3,656.72426,6835.66,1036071.18,127351.18,,,31,2014-03-31,1036071.18,127351.18
332,15/9-F-5,5769,2014,3,691.41667,,,,,168354.400344828,31,2014-03-31,0.0,-168354.400344828
333,15/9-F-4,5693,2014,4,707.54167,,,,,185314.470035208,30,2014-04-30,0.0,-185314.470035208
334,15/9-F-5,5769,2014,4,707.54167,,,,,170365.945108333,30,2014-04-30,0.0,-170365.945108333
335,15/9-F-1 C,7405,2014,4,227.5,11142.47,1597936.65,0.0,,,30,2014-04-30,1597936.65,0.0
336,15/9-F-15 D,7289,2014,4,700.875,7163.3,1074270.33,0.0,,,30,2014-04-30,1074270.33,0.0
337,15/9-F-14,5351,2014,4,701.45833,16572.24,2398888.09,104862.29,,,30,2014-04-30,2398888.09,104862.29
338,15/9-F-12,5599,2014,4,693.01833,5892.01,883605.0,141144.82,,,30,2014-04-30,883605.0,141144.82
339,15/9-F-11,7078,2014,4,691.51685,35428.73,5301958.8,4124.45,,,30,2014-04-30,5301958.8,4124.45
340,15/9-F-12,5599,2014,5,427.32999,3237.7,469664.0,88748.26,,,31,2014-05-31,469664.0,88748.26
341,15/9-F-15 D,7289,2014,5,744.0,7218.61,1014000.02,0.0,,,31,2014-05-31,1014000.02,0.0
342,15/9-F-1 C,7405,2014,5,733.83334,24901.95,3496229.65,783.48,,,31,2014-05-31,3496229.65,783.48
343,15/9-F-5,5769,2014,5,606.33334,,,,,155443.530097708,31,2014-05-31,0.0,-155443.530097708
344,15/9-F-14,5351,2014,5,701.5,13637.02,1943519.37,98851.21,,,31,2014-05-31,1943519.37,98851.21
345,15/9-F-4,5693,2014,5,606.33334,,,,,156189.176303932,31,2014-05-31,0.0,-156189.176303932
346,15/9-F-11,7078,2014,5,731.5,34831.88,4902619.28,5017.47,,,31,2014-05-31,4902619.28,5017.47
347,15/9-F-4,5693,2014,6,697.99643,,,,,202240.5579125,30,2014-06-30,0.0,-202240.5579125
348,15/9-F-5,5769,2014,6,699.08333,,,,,170548.081449375,30,2014-06-30,0.0,-170548.081449375
349,15/9-F-12,5599,2014,6,707.33333,5751.2,846733.74,152034.68,,,30,2014-06-30,846733.74,152034.68
350,15/9-F-11,7078,2014,6,709.33333,33898.64,4990684.52,6083.59,,,30,2014-06-30,4990684.52,6083.59
351,15/9-F-14,5351,2014,6,710.0,13257.99,1951326.48,103420.97,,,30,2014-06-30,1951326.48,103420.97
352,15/9-F-15 D,7289,2014,6,709.33334,7012.55,1032224.48,0.0,,,30,2014-06-30,1032224.48,0.0
353,15/9-F-1 C,7405,2014,6,705.91666,19617.76,2886661.69,2068.48,,,30,2014-06-30,2886661.69,2068.48
354,15/9-F-5,5769,2014,7,742.33334,,,,,149633.537327292,31,2014-07-31,0.0,-149633.537327292
355,15/9-F-14,5351,2014,7,743.08334,13495.98,2012912.64,99765.12,,,31,2014-07-31,2012912.64,99765.12
356,15/9-F-1 C,7405,2014,7,742.41666,15085.68,2249365.75,6243.98,,,31,2014-07-31,2249365.75,6243.98
357,15/9-F-4,5693,2014,7,742.16667,,,,,226583.879235,31,2014-07-31,0.0,-226583.879235
358,15/9-F-11,7078,2014,7,742.66667,33760.33,5035917.29,6800.85,,,31,2014-07-31,5035917.29,6800.85
359,15/9-F-15 D,7289,2014,7,732.66639,6847.42,1021004.31,0.0,,,31,2014-07-31,1021004.31,0.0
360,15/9-F-12,5599,2014,7,743.16667,5791.84,864045.93,152314.38,,,31,2014-07-31,864045.93,152314.38
361,15/9-F-11,7078,2014,8,599.11669,26037.54,4033770.42,6076.52,,,31,2014-08-31,4033770.42,6076.52
362,15/9-F-12,5599,2014,8,593.36666,4448.49,704538.16,126629.09,,,31,2014-08-31,704538.16,126629.09
363,15/9-F-14,5351,2014,8,599.78333,8443.73,1333766.64,82815.84,,,31,2014-08-31,1333766.64,82815.84
364,15/9-F-5,5769,2014,8,606.37964,,,,,122109.851845,31,2014-08-31,0.0,-122109.851845
365,15/9-F-1 C,7405,2014,8,432.99166,6970.43,1048190.8,4529.75,,,31,2014-08-31,1048190.8,4529.75
366,15/9-F-4,5693,2014,8,607.30001,,,,,184109.826053542,31,2014-08-31,0.0,-184109.826053542
367,15/9-F-15 D,7289,2014,8,433.325,3475.39,526611.07,0.0,,,31,2014-08-31,526611.07,0.0
368,15/9-F-15 D,7289,2014,9,647.45834,5314.55,833248.65,0.0,,,30,2014-09-30,833248.65,0.0
369,15/9-F-14,5351,2014,9,689.66666,9622.21,1516704.37,97941.37,,,30,2014-09-30,1516704.37,97941.37
370,15/9-F-12,5599,2014,9,685.83333,5062.59,803970.67,149375.78,,,30,2014-09-30,803970.67,149375.78
371,15/9-F-5,5769,2014,9,691.49999,,,,,160662.468334167,30,2014-09-30,0.0,-160662.468334167
372,15/9-F-11,7078,2014,9,690.66667,33221.64,5220328.68,8349.05,,,30,2014-09-30,5220328.68,8349.05
373,15/9-F-1 C,7405,2014,9,630.3,9168.43,1414099.99,8317.59,,,30,2014-09-30,1414099.99,8317.59
374,15/9-F-4,5693,2014,9,693.33333,,,,,199867.76395625,30,2014-09-30,0.0,-199867.76395625
375,15/9-F-14,5351,2014,10,745.0,10076.22,1558794.24,104963.4,,,31,2014-10-31,1558794.24,104963.4
376,15/9-F-12,5599,2014,10,745.0,5385.61,833120.57,155365.68,,,31,2014-10-31,833120.57,155365.68
377,15/9-F-1 C,7405,2014,10,745.0,9468.06,1462063.99,10364.87,,,31,2014-10-31,1462063.99,10364.87
378,15/9-F-5,5769,2014,10,741.83334,,,,,166833.313911608,31,2014-10-31,0.0,-166833.313911608
379,15/9-F-15 D,7289,2014,10,733.33333,5732.97,886879.16,182.78,,,31,2014-10-31,886879.16,182.78
380,15/9-F-11,7078,2014,10,745.0,33851.72,5237208.3,10287.9,,,31,2014-10-31,5237208.3,10287.9
381,15/9-F-4,5693,2014,10,742.33334,,,,,219621.858703883,31,2014-10-31,0.0,-219621.858703883
382,15/9-F-4,5693,2014,11,619.88333,,,,,166856.737742917,30,2014-11-30,0.0,-166856.737742917
383,15/9-F-11,7078,2014,11,692.39181,26611.5,4153116.29,9403.58,,,30,2014-11-30,4153116.29,9403.58
384,15/9-F-14,5351,2014,11,708.5,10386.41,1643092.74,103384.87,,,30,2014-11-30,1643092.74,103384.87
385,15/9-F-1 C,7405,2014,11,579.775,6710.33,1044188.3,7234.24,,,30,2014-11-30,1044188.3,7234.24
386,15/9-F-15 D,7289,2014,11,597.375,4716.31,732052.12,192.87,,,30,2014-11-30,732052.12,192.87
387,15/9-F-5,5769,2014,11,660.55833,,,,,146406.909840417,30,2014-11-30,0.0,-146406.909840417
388,15/9-F-12,5599,2014,11,580.94167,4495.06,700998.22,114660.7,,,30,2014-11-30,700998.22,114660.7
389,15/9-F-1 C,7405,2014,12,27.5,120.29,25857.08,183.44,,,31,2014-12-31,25857.08,183.44
390,15/9-F-11,7078,2014,12,733.8582,8547.92,1413111.64,3079.05,,,31,2014-12-31,1413111.64,3079.05
391,15/9-F-12,5599,2014,12,0.0,0.0,0.0,0.0,,,31,2014-12-31,0.0,0.0
392,15/9-F-15 D,7289,2014,12,0.0,0.0,0.0,0.0,,,31,2014-12-31,0.0,0.0
393,15/9-F-4,5693,2014,12,292.05833,,,,,66671.23168125,31,2014-12-31,0.0,-66671.23168125
394,15/9-F-14,5351,2014,12,740.83334,9665.11,1601950.3,100254.94,,,31,2014-12-31,1601950.3,100254.94
395,15/9-F-5,5769,2014,12,394.325,,,,,95714.3667791667,31,2014-12-31,0.0,-95714.3667791667
396,15/9-F-11,7078,2015,1,708.33333,29561.8,4358978.95,13860.6,,,31,2015-01-31,4358978.95,13860.6
397,15/9-F-15 D,7289,2015,1,697.46666,5975.51,878873.59,207.79,,,31,2015-01-31,878873.59,207.79
398,15/9-F-1 C,7405,2015,1,479.91667,10875.53,1604934.6,6850.8,,,31,2015-01-31,1604934.6,6850.8
399,15/9-F-14,5351,2015,1,718.13333,9120.98,1357132.6,95024.85,,,31,2015-01-31,1357132.6,95024.85
400,15/9-F-5,5769,2015,1,702.63334,,,,,116851.662329792,31,2015-01-31,0.0,-116851.662329792
401,15/9-F-4,5693,2015,1,675.88334,,,,,81160.8992102083,31,2015-01-31,0.0,-81160.8992102083
402,15/9-F-12,5599,2015,1,715.58333,25712.55,3780459.43,11588.22,,,31,2015-01-31,3780459.43,11588.22
403,15/9-F-12,5599,2015,2,622.79666,19578.55,2960674.24,15115.5,,,28,2015-02-28,2960674.24,15115.5
404,15/9-F-4,5693,2015,2,588.88334,,,,,126376.884487292,28,2015-02-28,0.0,-126376.884487292
405,15/9-F-1 C,7405,2015,2,437.41667,9586.64,1439453.67,10744.99,,,28,2015-02-28,1439453.67,10744.99
406,15/9-F-5,5769,2015,2,583.88333,,,,,122957.754829792,28,2015-02-28,0.0,-122957.754829792
407,15/9-F-14,5351,2015,2,655.05833,7178.8,1092571.04,91844.46,,,28,2015-02-28,1092571.04,91844.46
408,15/9-F-11,7078,2015,2,632.16667,25347.22,3836073.69,14061.01,,,28,2015-02-28,3836073.69,14061.01
409,15/9-F-15 D,7289,2015,2,649.39166,4581.29,696960.15,258.99,,,28,2015-02-28,696960.15,258.99
410,15/9-F-12,5599,2015,3,665.125,19341.43,2853432.83,19255.66,,,31,2015-03-31,2853432.83,19255.66
411,15/9-F-1 C,7405,2015,3,320.20833,5879.22,856681.45,11607.44,,,31,2015-03-31,856681.45,11607.44
412,15/9-F-4,5693,2015,3,744.0,,,,,137054.803790462,31,2015-03-31,0.0,-137054.803790462
413,15/9-F-5,5769,2015,3,744.0,,,,,127803.687132717,31,2015-03-31,0.0,-127803.687132717
414,15/9-F-14,5351,2015,3,744.0,8069.04,1195524.25,107454.33,,,31,2015-03-31,1195524.25,107454.33
415,15/9-F-15 D,7289,2015,3,665.66667,4133.47,610220.42,309.74,,,31,2015-03-31,610220.42,309.74
416,15/9-F-11,7078,2015,3,743.83333,44316.19,6516700.49,19387.3,,,31,2015-03-31,6516700.49,19387.3
417,15/9-F-12,5599,2015,4,720.0,19796.56,2889394.96,20808.06,,,30,2015-04-30,2889394.96,20808.06
418,15/9-F-5,5769,2015,4,707.66667,,,,,146997.138336042,30,2015-04-30,0.0,-146997.138336042
419,15/9-F-4,5693,2015,4,707.66667,,,,,143683.084076667,30,2015-04-30,0.0,-143683.084076667
420,15/9-F-14,5351,2015,4,720.0,7687.2,1121236.5,101303.06,,,30,2015-04-30,1121236.5,101303.06
421,15/9-F-15 D,7289,2015,4,720.0,4259.92,621371.14,318.03,,,30,2015-04-30,621371.14,318.03
422,15/9-F-1 C,7405,2015,4,262.83333,3924.18,566709.81,9815.16,,,30,2015-04-30,566709.81,9815.16
423,15/9-F-11,7078,2015,4,720.0,54555.76,7956467.49,23839.72,,,30,2015-04-30,7956467.49,23839.72
424,15/9-F-12,5599,2015,5,744.0,16996.48,2479620.4,25200.83,,,31,2015-05-31,2479620.4,25200.83
425,15/9-F-15 D,7289,2015,5,737.16667,4057.96,591890.28,301.77,,,31,2015-05-31,591890.28,301.77
426,15/9-F-5,5769,2015,5,744.0,,,,,135253.88426375,31,2015-05-31,0.0,-135253.88426375
427,15/9-F-1 C,7405,2015,5,181.08333,3832.69,559060.34,6167.47,,,31,2015-05-31,559060.34,6167.47
428,15/9-F-11,7078,2015,5,744.0,55029.22,8027510.44,24425.53,,,31,2015-05-31,8027510.44,24425.53
429,15/9-F-4,5693,2015,5,744.0,,,,,128648.16758,31,2015-05-31,0.0,-128648.16758
430,15/9-F-14,5351,2015,5,744.0,7147.79,1042506.82,102927.47,,,31,2015-05-31,1042506.82,102927.47
431,15/9-F-4,5693,2015,6,717.45,,,,,161283.087375833,30,2015-06-30,0.0,-161283.087375833
432,15/9-F-12,5599,2015,6,709.31667,19536.3,2859707.1,32902.68,,,30,2015-06-30,2859707.1,32902.68
433,15/9-F-15 D,7289,2015,6,718.98334,3665.8,537022.8,291.57,,,30,2015-06-30,537022.8,291.57
434,15/9-F-1 C,7405,2015,6,466.44986,6344.5,925337.48,14548.69,,,30,2015-06-30,925337.48,14548.69
435,15/9-F-14,5351,2015,6,718.81667,6069.93,889055.86,100367.07,,,30,2015-06-30,889055.86,100367.07
436,15/9-F-11,7078,2015,6,718.81667,48231.1,7065851.59,22891.62,,,30,2015-06-30,7065851.59,22891.62
437,15/9-F-5,5769,2015,6,717.45,,,,,146025.800912917,30,2015-06-30,0.0,-146025.800912917
438,15/9-F-5,5769,2015,7,739.675,,,,,117659.770350208,31,2015-07-31,0.0,-117659.770350208
439,15/9-F-11,7078,2015,7,744.0,43784.66,6508853.29,36195.93,,,31,2015-07-31,6508853.29,36195.93
440,15/9-F-12,5599,2015,7,744.0,19157.45,2846820.92,36480.53,,,31,2015-07-31,2846820.92,36480.53
441,15/9-F-15 D,7289,2015,7,420.18361,2238.45,329941.91,184.75,,,31,2015-07-31,329941.91,184.75
442,15/9-F-4,5693,2015,7,739.675,,,,,156312.540311667,31,2015-07-31,0.0,-156312.540311667
443,15/9-F-14,5351,2015,7,741.04194,6720.74,999142.24,96224.54,,,31,2015-07-31,999142.24,96224.54
444,15/9-F-1 C,7405,2015,7,241.66667,2093.95,315178.96,8454.26,,,31,2015-07-31,315178.96,8454.26
445,15/9-F-5,5769,2015,8,606.19972,,,,,113141.006224167,31,2015-08-31,0.0,-113141.006224167
446,15/9-F-4,5693,2015,8,614.66736,,,,,114753.050129375,31,2015-08-31,0.0,-114753.050129375
447,15/9-F-12,5599,2015,8,636.68333,13473.27,2047120.71,31629.02,,,31,2015-08-31,2047120.71,31629.02
448,15/9-F-1 C,7405,2015,8,147.79167,2871.02,427692.59,5334.03,,,31,2015-08-31,427692.59,5334.03
449,15/9-F-14,5351,2015,8,629.39181,4876.31,737504.53,79596.64,,,31,2015-08-31,737504.53,79596.64
450,15/9-F-15 D,7289,2015,8,276.29097,3577.67,542285.92,1856.58,,,31,2015-08-31,542285.92,1856.58
451,15/9-F-11,7078,2015,8,632.01681,31498.15,4769902.18,31870.44,,,31,2015-08-31,4769902.18,31870.44
452,15/9-F-11,7078,2015,9,718.72458,31424.59,4748109.86,37411.85,,,30,2015-09-30,4748109.86,37411.85
453,15/9-F-1 C,7405,2015,9,384.4668,6460.27,961548.42,14767.12,,,30,2015-09-30,961548.42,14767.12
454,15/9-F-5,5769,2015,9,711.73376,,,,,128260.871127292,30,2015-09-30,0.0,-128260.871127292
455,15/9-F-12,5599,2015,9,719.32486,12494.51,1888048.66,35065.36,,,30,2015-09-30,1888048.66,35065.36
456,15/9-F-4,5693,2015,9,715.98376,,,,,133755.403172083,30,2015-09-30,0.0,-133755.403172083
457,15/9-F-14,5351,2015,9,719.07486,5300.41,799234.86,84511.31,,,30,2015-09-30,799234.86,84511.31
458,15/9-F-15 D,7289,2015,9,719.15805,7417.35,1121246.68,3986.62,,,30,2015-09-30,1121246.68,3986.62
459,15/9-F-4,5693,2015,10,728.59946,,,,,135860.216532925,31,2015-10-31,0.0,-135860.216532925
460,15/9-F-5,5769,2015,10,724.40764,,,,,134374.871169767,31,2015-10-31,0.0,-134374.871169767
461,15/9-F-12,5599,2015,10,738.66667,11888.63,1821328.15,38151.12,,,31,2015-10-31,1821328.15,38151.12
462,15/9-F-15 D,7289,2015,10,743.16667,6346.83,972413.69,3628.62,,,31,2015-10-31,972413.69,3628.62
463,15/9-F-1 C,7405,2015,10,367.79986,4085.8,631372.56,13538.71,,,31,2015-10-31,631372.56,13538.71
464,15/9-F-14,5351,2015,10,741.91667,5634.86,863230.28,97864.97,,,31,2015-10-31,863230.28,97864.97
465,15/9-F-11,7078,2015,10,626.89181,29724.78,4501570.02,38022.56,,,31,2015-10-31,4501570.02,38022.56
466,15/9-F-12,5599,2015,11,719.50001,11369.48,1748311.35,37662.5,,,30,2015-11-30,1748311.35,37662.5
467,15/9-F-1 C,7405,2015,11,301.25833,3332.05,508384.43,11682.31,,,30,2015-11-30,508384.43,11682.31
468,15/9-F-11,7078,2015,11,671.3082,36410.23,5558573.35,57058.61,,,30,2015-11-30,5558573.35,57058.61
469,15/9-F-14,5351,2015,11,719.50001,5431.56,835108.42,96061.08,,,30,2015-11-30,835108.42,96061.08
470,15/9-F-15 D,7289,2015,11,438.72541,3926.01,605737.54,2740.47,,,30,2015-11-30,605737.54,2740.47
471,15/9-F-5,5769,2015,11,642.93334,,,,,134602.940903542,30,2015-11-30,0.0,-134602.940903542
472,15/9-F-4,5693,2015,11,698.5,,,,,160504.982634792,30,2015-11-30,0.0,-160504.982634792
473,15/9-F-14,5351,2015,12,740.5,5158.09,790131.36,94593.75,,,31,2015-12-31,790131.36,94593.75
474,15/9-F-15 D,7289,2015,12,541.175,4919.04,751606.71,5075.94,,,31,2015-12-31,751606.71,5075.94
475,15/9-F-5,5769,2015,12,739.24999,,,,,145383.330627292,31,2015-12-31,0.0,-145383.330627292
476,15/9-F-4,5693,2015,12,739.24999,,,,,152921.636901458,31,2015-12-31,0.0,-152921.636901458
477,15/9-F-1 C,7405,2015,12,197.65833,2949.42,454911.3,6231.55,,,31,2015-12-31,454911.3,6231.55
478,15/9-F-12,5599,2015,12,731.33334,10855.97,1662453.18,37288.0,,,31,2015-12-31,1662453.18,37288.0
479,15/9-F-11,7078,2015,12,740.16667,35933.9,5504665.46,62976.28,,,31,2015-12-31,5504665.46,62976.28
480,15/9-F-14,5351,2016,1,736.33332,4606.3,721123.87,97147.72,,,31,2016-01-31,721123.87,97147.72
481,15/9-F-1 C,7405,2016,1,387.68334,2981.44,471675.96,14036.28,,,31,2016-01-31,471675.96,14036.28
482,15/9-F-5,5769,2016,1,721.41666,,,,,148394.556099792,31,2016-01-31,0.0,-148394.556099792
483,15/9-F-12,5599,2016,1,736.49999,9494.98,1487340.06,38969.86,,,31,2016-01-31,1487340.06,38969.86
484,15/9-F-15 D,7289,2016,1,350.4,2890.93,445568.02,3648.91,,,31,2016-01-31,445568.02,3648.91
485,15/9-F-4,5693,2016,1,721.33333,,,,,152129.935574583,31,2016-01-31,0.0,-152129.935574583
486,15/9-F-11,7078,2016,1,736.49999,31603.26,4949940.78,67980.66,,,31,2016-01-31,4949940.78,67980.66
487,15/9-F-5,5769,2016,2,691.25002,,,,,164188.597139375,29,2016-02-29,0.0,-164188.597139375
488,15/9-F-1 C,7405,2016,2,484.48332,4718.03,742339.77,15945.73,,,29,2016-02-29,742339.77,15945.73
489,15/9-F-14,5351,2016,2,695.58333,3941.77,621658.73,86357.85,,,29,2016-02-29,621658.73,86357.85
490,15/9-F-4,5693,2016,2,693.41667,,,,,148078.126220417,29,2016-02-29,0.0,-148078.126220417
491,15/9-F-12,5599,2016,2,695.58333,7644.12,1205549.1,35253.46,,,29,2016-02-29,1205549.1,35253.46
492,15/9-F-15 D,7289,2016,2,694.75,5109.33,805794.85,5891.02,,,29,2016-02-29,805794.85,5891.02
493,15/9-F-11,7078,2016,2,695.58333,25954.57,4093286.56,66610.49,,,29,2016-02-29,4093286.56,66610.49
494,15/9-F-11,7078,2016,3,743.0,25023.66,4032038.1,76636.96,,,31,2016-03-31,4032038.1,76636.96
495,15/9-F-14,5351,2016,3,737.66666,3753.8,604911.16,98119.24,,,31,2016-03-31,604911.16,98119.24
496,15/9-F-4,5693,2016,3,743.0,,,,,141201.785620625,31,2016-03-31,0.0,-141201.785620625
497,15/9-F-1 C,7405,2016,3,356.75833,2917.5,476830.19,13410.89,,,31,2016-03-31,476830.19,13410.89
